name,targetVersion,minorLine,frameworkDep,publishedAt,alreadyBundled
@activepieces/piece-gmail,0.7.2,0.7,0.7.40,2024-11-22T13:48:05.294Z,false
@activepieces/piece-gmail,0.8.6,0.8,0.18.3,2025-08-21T23:33:26.025Z,false
@activepieces/piece-gmail,0.9.6,0.9,0.20.1,2025-10-31T23:14:17.101Z,false
@activepieces/piece-gmail,0.10.2,0.10,0.25.0,2026-01-27T09:55:16.574Z,false
@activepieces/piece-gmail,0.11.7,0.11,0.26.2,2026-04-12T17:18:05.162Z,false
@activepieces/piece-gmail,0.12.6,0.12,,2026-06-23T13:41:49.524Z,true
@activepieces/piece-goodmem,0.0.3,0.0,0.30.0,2026-06-11T13:29:43.733Z,false
@activepieces/piece-google-bigquery,0.0.3,0.0,0.30.0,2026-06-11T13:29:48.660Z,false
@activepieces/piece-google-calendar,0.0.1,0.0,,2023-03-07T18:33:52.594Z,false
@activepieces/piece-google-calendar,0.1.3,0.1,,2023-03-16T01:34:46.030Z,false
@activepieces/piece-google-calendar,0.2.4,0.2,0.3.27,2023-06-10T21:33:15.621Z,false
@activepieces/piece-google-calendar,0.3.2,0.3,0.7.1,2023-11-22T00:21:19.391Z,false
@activepieces/piece-google-calendar,0.4.5,0.4,0.7.15,2024-02-05T20:05:27.999Z,false
@activepieces/piece-google-calendar,0.5.8,0.5,0.18.3,2025-08-12T12:58:54.246Z,false
@activepieces/piece-google-calendar,0.6.7,0.6,0.20.1,2025-10-09T21:34:02.301Z,false
@activepieces/piece-google-calendar,0.7.4,0.7,0.20.2,2025-11-04T13:37:01.169Z,false
@activepieces/piece-google-calendar,0.8.4,0.8,0.25.4,2026-02-23T09:03:40.910Z,false
@activepieces/piece-google-calendar,0.9.3,0.9,0.30.0,2026-06-09T06:27:41.632Z,false
@activepieces/piece-google-cloud-storage,0.0.2,0.0,0.20.2,2025-11-04T13:37:01.212Z,false
@activepieces/piece-google-cloud-storage,0.1.4,0.1,0.30.0,2026-06-11T13:29:22.858Z,false
@activepieces/piece-google-contacts,0.0.1,0.0,,2023-03-07T18:33:49.547Z,false
@activepieces/piece-google-contacts,0.1.3,0.1,,2023-03-16T01:34:43.877Z,false
@activepieces/piece-google-contacts,0.2.3,0.2,0.3.30,2023-07-03T23:08:27.273Z,false
@activepieces/piece-google-contacts,0.3.15,0.3,0.20.1,2025-10-31T23:14:16.919Z,false
@activepieces/piece-google-contacts,0.4.5,0.4,0.30.0,2026-06-09T06:39:50.029Z,false
@activepieces/piece-google-docs,0.0.1,0.0,0.3.29,2023-06-26T20:25:58.813Z,false
@activepieces/piece-google-docs,0.1.8,0.1,0.7.29,2024-04-25T12:57:18.103Z,false
@activepieces/piece-google-docs,0.2.12,0.2,0.20.1,2025-10-31T23:14:16.895Z,false
@activepieces/piece-google-docs,0.3.4,0.3,0.25.4,2026-02-23T09:03:39.272Z,false
@activepieces/piece-google-docs,0.4.3,0.4,0.30.0,2026-06-09T06:27:47.471Z,false
@activepieces/piece-google-drive,0.0.1,0.0,,2023-03-07T18:33:50.723Z,false
@activepieces/piece-google-drive,0.1.3,0.1,,2023-03-16T01:34:43.583Z,false
@activepieces/piece-google-drive,0.2.2,0.2,0.3.27,2023-06-10T21:33:15.119Z,false
@activepieces/piece-google-drive,0.3.0,0.3,0.4.0,2023-07-09T11:55:19.226Z,false
@activepieces/piece-google-drive,0.4.2,0.4,0.6.3,2023-07-26T15:11:43.923Z,false
@activepieces/piece-google-drive,0.5.53,0.5,0.22.1,2025-12-03T22:21:37.920Z,false
@activepieces/piece-google-drive,0.6.5,0.6,0.25.5,2026-02-26T11:46:22.027Z,false
@activepieces/piece-google-drive,0.7.8,0.7,0.30.0,2026-06-09T06:41:07.858Z,false
@activepieces/piece-google-forms,0.0.3,0.0,0.3.27,2023-06-10T21:33:10.824Z,false
@activepieces/piece-google-forms,0.3.13,0.3,0.20.1,2025-09-08T18:43:07.190Z,false
@activepieces/piece-google-forms,0.4.3,0.4,0.25.2,2026-02-05T11:45:55.470Z,false
@activepieces/piece-google-forms,0.5.3,0.5,0.30.0,2026-06-11T13:59:21.777Z,false
@activepieces/piece-google-gemini,0.0.24,0.0,0.22.2,2025-12-16T10:47:14.282Z,false
@activepieces/piece-google-gemini,0.1.11,0.1,0.31.0,2026-06-16T13:39:49.253Z,false
@activepieces/piece-google-my-business,0.0.14,0.0,0.20.1,2025-09-19T20:52:15.952Z,false
@activepieces/piece-google-my-business,0.1.5,0.1,0.30.0,2026-06-09T06:40:02.903Z,false
@activepieces/piece-google-search,0.0.6,0.0,0.30.0,2026-06-11T13:29:12.526Z,false
@activepieces/piece-google-search-console,0.0.9,0.0,0.20.1,2025-10-31T23:14:16.873Z,false
@activepieces/piece-google-search-console,0.1.5,0.1,0.25.6,2026-03-03T03:15:24.935Z,false
@activepieces/piece-google-search-console,0.2.2,0.2,0.30.0,2026-06-11T13:29:58.624Z,false
@activepieces/piece-google-sheets,0.0.1,0.0,,2023-03-07T18:33:53.107Z,false
@activepieces/piece-google-sheets,0.1.3,0.1,,2023-03-16T01:34:43.363Z,false
@activepieces/piece-google-sheets,0.2.22,0.2,0.3.30,2023-07-07T19:08:57.315Z,false
@activepieces/piece-google-sheets,0.3.1,0.3,0.4.0,2023-07-10T14:42:07.900Z,false
@activepieces/piece-google-sheets,0.4.2,0.4,0.6.1,2023-07-19T11:57:16.395Z,false
@activepieces/piece-google-sheets,0.5.1,0.5,0.6.3,2023-07-26T15:12:13.929Z,false
@activepieces/piece-google-sheets,0.6.8,0.6,0.6.15,2023-09-05T00:32:16.034Z,false
@activepieces/piece-google-sheets,0.7.7,0.7,0.7.15,2024-02-02T00:17:33.700Z,false
@activepieces/piece-google-sheets,0.8.4,0.8,0.7.24,2024-03-14T16:29:10.712Z,false
@activepieces/piece-google-sheets,0.9.5,0.9,0.7.29,2024-04-19T01:17:15.392Z,false
@activepieces/piece-google-sheets,0.10.13,0.10,0.7.39,2024-11-15T16:52:08.712Z,false
@activepieces/piece-google-sheets,0.11.14,0.11,0.7.42,2025-01-29T11:55:46.236Z,false
@activepieces/piece-google-sheets,0.12.20,0.12,0.20.1,2025-10-31T23:14:17.723Z,false
@activepieces/piece-google-sheets,0.13.1,0.13,0.22.2,2025-12-12T07:42:52.702Z,false
@activepieces/piece-google-sheets,0.14.8,0.14,0.28.1,2026-05-20T09:19:26.425Z,false
@activepieces/piece-google-sheets,0.15.1,0.15,0.30.0,2026-06-09T06:28:54.902Z,false
@activepieces/piece-google-sheets,0.16.1,0.16,0.31.0,2026-06-16T13:39:55.046Z,false
@activepieces/piece-google-slides,0.0.10,0.0,0.20.1,2025-10-31T23:14:16.580Z,false
@activepieces/piece-google-slides,0.1.7,0.1,0.30.0,2026-06-11T13:29:38.620Z,false
@activepieces/piece-google-tasks,0.0.1,0.0,,2023-03-07T18:33:47.470Z,false
@activepieces/piece-google-tasks,0.1.3,0.1,,2023-03-16T01:34:44.237Z,false
@activepieces/piece-google-tasks,0.2.2,0.2,0.3.27,2023-06-10T21:33:19.625Z,false
@activepieces/piece-google-tasks,0.3.13,0.3,0.20.1,2025-09-08T18:43:23.729Z,false
@activepieces/piece-google-tasks,0.4.5,0.4,0.30.0,2026-06-09T06:41:29.671Z,false
@activepieces/piece-google-vertexai,0.0.2,0.0,0.25.6,2026-03-04T02:17:34.721Z,false
@activepieces/piece-google-vertexai,0.1.4,0.1,0.30.0,2026-06-11T13:29:17.726Z,false
@activepieces/piece-googlechat,0.0.2,0.0,0.20.1,2025-09-09T18:26:09.474Z,false
@activepieces/piece-googlechat,0.1.4,0.1,0.30.0,2026-06-11T13:29:53.436Z,false
@activepieces/piece-gorgias,0.0.3,0.0,0.30.0,2026-06-11T13:29:28.163Z,false
@activepieces/piece-gotify,0.0.2,0.0,0.3.27,2023-06-10T21:33:17.841Z,false
@activepieces/piece-gotify,0.3.7,0.3,0.20.1,2025-09-08T18:43:24.658Z,false
@activepieces/piece-gotify,0.4.4,0.4,0.30.0,2026-06-11T13:30:03.652Z,false
@activepieces/piece-gptzero-detect-ai,0.0.2,0.0,0.22.1,2025-12-04T07:37:42.941Z,false
@activepieces/piece-gptzero-detect-ai,0.1.5,0.1,0.30.0,2026-06-11T14:00:35.561Z,false
@activepieces/piece-granola,0.0.4,0.0,0.30.0,2026-06-11T13:59:32.255Z,false
@activepieces/piece-gravityforms,0.0.13,0.0,0.20.1,2025-09-08T18:43:23.594Z,false
@activepieces/piece-gravityforms,0.1.4,0.1,0.30.0,2026-06-11T13:59:52.632Z,false
@activepieces/piece-greenhouse,0.0.3,0.0,0.30.0,2026-06-11T13:59:16.839Z,false
@activepieces/piece-greenpt,0.0.2,0.0,0.22.2,2025-12-11T09:46:31.319Z,false
@activepieces/piece-greenpt,0.1.5,0.1,0.30.0,2026-06-12T15:13:47.039Z,false
@activepieces/piece-greip,0.0.2,0.0,0.20.2,2025-11-25T13:39:54.435Z,false
@activepieces/piece-greip,0.1.5,0.1,0.30.0,2026-06-11T05:22:02.828Z,false
@activepieces/piece-griptape,0.0.1,0.0,0.20.2,2025-11-24T06:15:22.622Z,false
@activepieces/piece-griptape,0.1.5,0.1,0.30.0,2026-06-11T14:00:40.635Z,false
@activepieces/piece-grist,0.0.8,0.0,0.20.1,2025-09-08T18:43:24.527Z,false
@activepieces/piece-grist,0.1.5,0.1,0.30.0,2026-06-11T05:21:52.242Z,false
@activepieces/piece-grok-xai,0.0.7,0.0,0.20.1,2025-09-08T18:43:24.438Z,false
@activepieces/piece-grok-xai,0.1.5,0.1,0.30.0,2026-06-12T15:12:52.996Z,false
@activepieces/piece-groq,0.0.1,0.0,0.7.42,2025-01-20T09:53:51.927Z,false
@activepieces/piece-groq,0.1.6,0.1,0.20.1,2025-09-08T18:43:24.796Z,false
@activepieces/piece-groq,0.2.5,0.2,0.30.0,2026-06-12T15:14:19.657Z,false
@activepieces/piece-guidelite,0.0.1,0.0,0.20.2,2025-11-21T07:06:34.763Z,false
@activepieces/piece-guidelite,0.1.5,0.1,0.30.0,2026-06-11T14:00:45.673Z,false
@activepieces/piece-hackernews,0.0.1,0.0,,2023-03-07T18:33:47.229Z,false
@activepieces/piece-hackernews,0.1.3,0.1,,2023-03-16T01:34:44.587Z,false
@activepieces/piece-hackernews,0.2.2,0.2,0.3.27,2023-06-10T21:33:17.901Z,false
@activepieces/piece-hackernews,0.3.8,0.3,0.20.1,2025-09-08T18:43:23.656Z,false
@activepieces/piece-hackernews,0.4.4,0.4,0.30.0,2026-06-11T14:03:22.216Z,false
@activepieces/piece-harvest,0.0.7,0.0,0.20.1,2025-09-08T18:43:24.282Z,false
@activepieces/piece-harvest,0.1.5,0.1,0.30.0,2026-06-11T14:02:39.998Z,false
@activepieces/piece-hashi-corp-vault,0.0.6,0.0,0.30.0,2026-06-11T14:02:50.826Z,false
@activepieces/piece-hastewire,0.0.1,0.0,0.22.2,2025-12-09T11:51:53.763Z,false
@activepieces/piece-hastewire,0.1.5,0.1,0.30.0,2026-06-11T14:03:27.509Z,false
@activepieces/piece-heartbeat,0.0.10,0.0,0.20.1,2025-09-08T18:43:25.081Z,false
@activepieces/piece-heartbeat,0.1.5,0.1,0.30.0,2026-06-11T05:22:13.276Z,false
@activepieces/piece-hedy,0.0.2,0.0,0.20.1,2025-09-30T18:28:20.119Z,false
@activepieces/piece-hedy,0.1.3,0.1,0.25.4,2026-02-23T09:03:57.523Z,false
@activepieces/piece-hedy,0.2.2,0.2,0.30.0,2026-06-11T14:02:08.457Z,false
@activepieces/piece-help-scout,0.0.8,0.0,0.20.1,2025-09-08T18:43:24.442Z,false
@activepieces/piece-help-scout,0.1.6,0.1,0.30.0,2026-06-11T14:02:13.976Z,false
@activepieces/piece-heygen,0.0.7,0.0,0.20.1,2025-09-08T18:43:24.888Z,false
@activepieces/piece-heygen,0.1.7,0.1,0.30.0,2026-06-11T14:01:41.805Z,false
@activepieces/piece-heymarket-sms,0.0.6,0.0,0.30.0,2026-06-11T14:03:38.173Z,false
@activepieces/piece-hootsuite,0.0.4,0.0,0.30.0,2026-06-11T14:01:47.030Z,false
@activepieces/piece-housecall-pro,0.0.4,0.0,0.20.2,2025-11-12T14:38:06.969Z,false
@activepieces/piece-housecall-pro,0.1.5,0.1,0.30.0,2026-06-11T14:02:45.431Z,false
@activepieces/piece-http-oauth2,0.0.1,0.0,0.7.46,2025-03-26T08:55:04.094Z,false
@activepieces/piece-http-oauth2,0.1.6,0.1,0.20.1,2025-10-31T23:14:27.398Z,false
@activepieces/piece-http-oauth2,0.2.5,0.2,0.30.0,2026-06-12T15:13:03.744Z,false
@activepieces/piece-hubspot,0.0.1,0.0,,2023-03-07T18:33:52.811Z,false
@activepieces/piece-hubspot,0.1.3,0.1,,2023-03-16T01:34:43.942Z,false
@activepieces/piece-hubspot,0.2.4,0.2,0.3.28,2023-06-20T12:22:32.327Z,false
@activepieces/piece-hubspot,0.3.4,0.3,0.6.15,2023-09-05T23:28:51.199Z,false
@activepieces/piece-hubspot,0.4.1,0.4,0.7.0,2023-10-19T16:01:06.407Z,false
@activepieces/piece-hubspot,0.5.8,0.5,0.7.34,2024-08-27T09:45:44.481Z,false
@activepieces/piece-hubspot,0.6.2,0.6,0.7.45,2025-03-12T19:10:49.938Z,false
@activepieces/piece-hubspot,0.7.20,0.7,0.20.2,2025-11-21T08:50:19.525Z,false
@activepieces/piece-hubspot,0.8.6,0.8,,2026-06-23T13:41:54.509Z,true
@activepieces/piece-hugging-face,0.0.6,0.0,0.20.1,2025-10-31T23:14:27.044Z,false
@activepieces/piece-hugging-face,0.1.4,0.1,0.30.0,2026-06-12T15:13:14.969Z,false
@activepieces/piece-hume-ai,0.0.2,0.0,0.20.2,2025-11-19T07:11:05.811Z,false
@activepieces/piece-hume-ai,0.1.5,0.1,0.30.0,2026-06-11T05:22:57.337Z,false
@activepieces/piece-hunter,0.0.5,0.0,0.20.1,2025-09-08T18:43:24.661Z,false
@activepieces/piece-hunter,0.1.4,0.1,0.30.0,2026-06-11T14:03:43.414Z,false
@activepieces/piece-hystruct,0.0.1,0.0,0.22.2,2025-12-16T14:01:11.402Z,false
@activepieces/piece-hystruct,0.1.5,0.1,0.30.0,2026-06-11T14:01:36.408Z,false
@activepieces/piece-ibm-cognose,0.0.2,0.0,0.20.2,2025-11-04T13:37:09.296Z,false
@activepieces/piece-ibm-cognose,0.1.5,0.1,0.30.0,2026-06-11T14:03:59.353Z,false
@activepieces/piece-iloveapi,0.0.3,0.0,0.30.0,2026-06-11T14:02:24.331Z,false
@activepieces/piece-image-router,0.0.1,0.0,0.20.2,2025-11-27T11:11:40.205Z,false
@activepieces/piece-image-router,0.1.5,0.1,0.30.0,2026-06-12T15:13:30.943Z,false
@activepieces/piece-imap,0.0.1,0.0,0.3.29,2023-06-24T09:43:38.199Z,false
@activepieces/piece-imap,0.1.2,0.1,0.6.11,2023-08-23T16:23:42.866Z,false
@activepieces/piece-imap,0.2.21,0.2,0.20.1,2025-10-16T16:48:31.801Z,false
@activepieces/piece-imap,0.3.3,0.3,0.20.1,2025-10-31T23:14:28.256Z,false
@activepieces/piece-imap,0.4.5,0.4,0.30.0,2026-06-09T06:40:51.388Z,false
@activepieces/piece-imeetify,0.0.3,0.0,0.30.0,2026-06-11T14:02:03.024Z,false
@activepieces/piece-influencers-club,0.0.6,0.0,0.30.0,2026-06-11T14:03:17.146Z,false
@activepieces/piece-insightly,0.0.2,0.0,0.20.1,2025-10-08T21:21:24.821Z,false
@activepieces/piece-insightly,0.1.4,0.1,0.30.0,2026-06-11T05:23:12.984Z,false
@activepieces/piece-insighto-ai,0.0.2,0.0,0.20.1,2025-09-17T20:31:24.282Z,false
@activepieces/piece-insighto-ai,0.1.4,0.1,0.30.0,2026-06-11T14:03:01.273Z,false
@activepieces/piece-insta-charts,0.0.6,0.0,0.30.0,2026-06-11T14:03:06.582Z,false
@activepieces/piece-instabase,0.0.1,0.0,0.20.2,2025-11-17T09:59:11.874Z,false
@activepieces/piece-instabase,0.1.5,0.1,0.30.0,2026-06-11T14:04:04.614Z,false
@activepieces/piece-instagram-business,0.0.1,0.0,0.3.28,2023-06-20T12:54:51.105Z,false
@activepieces/piece-instagram-business,0.1.11,0.1,0.20.1,2025-09-08T18:43:24.806Z,false
@activepieces/piece-instagram-business,0.2.4,0.2,0.30.0,2026-06-09T07:44:26.262Z,false
@activepieces/piece-instantly-ai,0.0.6,0.0,0.20.1,2025-09-08T18:43:24.836Z,false
@activepieces/piece-instantly-ai,0.1.5,0.1,0.30.0,2026-06-11T05:22:51.845Z,false
@activepieces/piece-instasent,0.0.7,0.0,0.20.1,2025-09-08T18:43:24.782Z,false
@activepieces/piece-instasent,0.1.4,0.1,0.30.0,2026-06-11T14:03:53.571Z,false
@activepieces/piece-intercom,0.1.3,0.1,,2023-03-16T01:34:46.408Z,false
@activepieces/piece-intercom,0.2.2,0.2,0.3.27,2023-06-10T21:33:15.836Z,false
@activepieces/piece-intercom,0.3.6,0.3,0.7.32,2024-07-01T15:08:49.935Z,false
@activepieces/piece-intercom,0.4.6,0.4,0.7.42,2025-02-02T10:45:25.795Z,false
@activepieces/piece-intercom,0.5.10,0.5,0.20.1,2025-10-31T23:14:27.535Z,false
@activepieces/piece-intercom,0.6.5,0.6,0.25.6,2026-03-04T10:17:24.699Z,false
@activepieces/piece-intercom,0.7.2,0.7,0.30.0,2026-06-11T14:04:10.030Z,false
@activepieces/piece-intruder,0.0.3,0.0,0.30.0,2026-06-11T14:01:52.214Z,false
@activepieces/piece-invoiceninja,0.0.1,0.0,0.3.30,2023-06-30T23:58:53.793Z,false
@activepieces/piece-invoiceninja,0.1.9,0.1,0.7.14,2024-01-31T14:30:14.122Z,false
@activepieces/piece-invoiceninja,0.2.12,0.2,0.20.1,2025-09-08T18:43:23.098Z,false
@activepieces/piece-invoiceninja,0.3.5,0.3,0.30.0,2026-06-11T14:02:55.979Z,false
@activepieces/piece-jina-ai,0.0.5,0.0,0.20.1,2025-09-08T18:43:24.397Z,false
@activepieces/piece-jina-ai,0.1.4,0.1,0.30.0,2026-06-12T11:16:38.556Z,false
@activepieces/piece-jira-cloud,0.0.12,0.0,0.7.43,2025-02-19T13:54:46.462Z,false
@activepieces/piece-jira-cloud,0.1.20,0.1,0.22.2,2025-12-05T07:43:28.473Z,false
@activepieces/piece-jira-cloud,0.2.6,0.2,0.25.4,2026-02-23T09:04:15.236Z,false
@activepieces/piece-jira-cloud,0.3.6,0.3,0.30.0,2026-06-12T11:17:24.520Z,false
@activepieces/piece-jira-data-center,0.0.3,0.0,0.30.0,2026-06-11T14:02:29.604Z,false
@activepieces/piece-jogg-ai,0.0.2,0.0,0.20.1,2025-09-15T19:55:03.218Z,false
@activepieces/piece-jogg-ai,0.1.4,0.1,0.30.0,2026-06-11T14:03:12.038Z,false
@activepieces/piece-jotform,0.0.1,0.0,0.3.27,2023-06-13T22:30:43.651Z,false
@activepieces/piece-jotform,0.1.9,0.1,0.20.1,2025-09-08T18:43:42.534Z,false
@activepieces/piece-jotform,0.2.4,0.2,0.25.4,2026-02-23T09:04:14.973Z,false
@activepieces/piece-jotform,0.3.2,0.3,0.30.0,2026-06-11T14:02:19.164Z,false
@activepieces/piece-json,0.0.9,0.0,0.20.1,2025-09-30T18:28:27.788Z,false
@activepieces/piece-json,0.1.7,0.1,0.30.0,2026-06-12T15:11:58.015Z,false
@activepieces/piece-jungle-grid,0.0.2,0.0,0.29.0,2026-06-02T11:35:08.155Z,false
@activepieces/piece-jungle-grid,0.1.2,0.1,0.31.0,2026-06-16T13:38:58.339Z,false
@activepieces/piece-just-invoice,0.0.6,0.0,0.30.0,2026-06-11T14:02:34.784Z,false
@activepieces/piece-kallabot-ai,0.1.0,0.1,0.7.42,2025-01-27T06:46:29.997Z,false
@activepieces/piece-kallabot-ai,0.2.2,0.2,0.18.3,2025-08-12T12:59:23.091Z,false
@activepieces/piece-kallabot-ai,0.3.4,0.3,0.20.1,2025-09-08T18:43:41.259Z,false
@activepieces/piece-kallabot-ai,0.4.4,0.4,0.30.0,2026-06-11T14:03:48.528Z,false
@activepieces/piece-kapso,0.0.4,0.0,0.28.1,2026-05-12T08:01:09.024Z,false
@activepieces/piece-kapso,0.1.2,0.1,0.30.0,2026-06-11T14:01:57.649Z,false
@activepieces/piece-katana,0.0.1,0.0,0.22.2,2025-12-24T13:48:56.363Z,false
@activepieces/piece-katana,0.1.5,0.1,0.30.0,2026-06-11T14:06:55.727Z,false
@activepieces/piece-kimai,0.1.10,0.1,0.20.1,2025-09-08T18:43:41.548Z,false
@activepieces/piece-kimai,0.2.5,0.2,0.30.0,2026-06-11T14:06:17.817Z,false
@activepieces/piece-kissflow,0.0.2,0.0,0.20.2,2025-11-04T13:37:16.609Z,false
@activepieces/piece-kissflow,0.1.5,0.1,0.30.0,2026-06-11T14:06:50.397Z,false
@activepieces/piece-kizeo-forms,0.0.1,0.0,0.3.27,2023-06-14T15:30:10.309Z,false
@activepieces/piece-kizeo-forms,0.1.0,0.1,0.4.0,2023-07-09T11:55:11.820Z,false
@activepieces/piece-kizeo-forms,0.2.0,0.2,0.5.0,2023-07-17T11:35:52.256Z,false
@activepieces/piece-kizeo-forms,0.3.17,0.3,0.20.1,2025-09-08T18:43:41.763Z,false
@activepieces/piece-kizeo-forms,0.4.6,0.4,0.30.0,2026-06-11T14:05:24.218Z,false
@activepieces/piece-klaviyo,0.0.1,0.0,0.26.0,2026-03-17T10:55:21.637Z,false
@activepieces/piece-klaviyo,0.1.2,0.1,0.30.0,2026-06-11T14:04:20.454Z,false
@activepieces/piece-klenty,0.0.3,0.0,0.30.0,2026-06-11T14:05:13.142Z,false
@activepieces/piece-klipy,0.0.3,0.0,0.30.0,2026-06-11T14:05:40.004Z,false
@activepieces/piece-knack,0.0.6,0.0,0.20.1,2025-09-08T18:43:41.305Z,false
@activepieces/piece-knack,0.1.5,0.1,0.30.0,2026-06-11T14:04:46.056Z,false
@activepieces/piece-knock,0.1.2,0.1,0.30.0,2026-06-11T14:04:25.505Z,false
@activepieces/piece-ko-fi,0.0.3,0.0,0.30.0,2026-06-11T14:04:40.890Z,false
@activepieces/piece-kommo,0.0.7,0.0,0.20.1,2025-09-08T18:43:41.489Z,false
@activepieces/piece-kommo,0.1.5,0.1,0.30.0,2026-06-11T14:05:34.657Z,false
@activepieces/piece-krisp-call,0.0.11,0.0,0.20.1,2025-09-08T18:43:42.229Z,false
@activepieces/piece-krisp-call,0.1.4,0.1,0.30.0,2026-06-11T14:05:29.361Z,false
@activepieces/piece-kudosity,0.0.1,0.0,0.22.2,2025-12-22T03:42:01.243Z,false
@activepieces/piece-kudosity,0.1.5,0.1,0.30.0,2026-06-11T14:04:56.814Z,false
@activepieces/piece-kustomer,0.0.4,0.0,0.30.0,2026-06-11T14:05:50.699Z,false
@activepieces/piece-lead-connector,0.0.2,0.0,0.7.12,2024-01-24T15:41:57.272Z,false
@activepieces/piece-lead-connector,0.1.9,0.1,0.20.1,2025-09-08T18:43:41.813Z,false
@activepieces/piece-lead-connector,0.2.5,0.2,0.30.0,2026-06-09T07:46:09.470Z,false
@activepieces/piece-leap-ai,0.0.6,0.0,0.30.0,2026-06-11T14:06:45.207Z,false
@activepieces/piece-leexi,0.0.1,0.0,0.22.2,2025-12-09T07:30:02.441Z,false
@activepieces/piece-leexi,0.1.5,0.1,0.30.0,2026-06-11T14:04:35.930Z,false
@activepieces/piece-lemlist,0.0.2,0.0,0.20.1,2025-09-08T18:43:40.417Z,false
@activepieces/piece-lemlist,0.1.6,0.1,0.30.0,2026-06-11T14:06:29.077Z,false
@activepieces/piece-lemon-squeezy,0.0.1,0.0,0.22.2,2025-12-23T10:30:40.357Z,false
@activepieces/piece-lemon-squeezy,0.1.7,0.1,0.30.0,2026-06-11T14:04:51.467Z,false
@activepieces/piece-letmepost,0.0.2,0.0,0.32.0,2026-06-20T12:17:21.483Z,false
@activepieces/piece-lets-calendar,0.0.6,0.0,0.30.0,2026-06-11T14:05:07.669Z,false
@activepieces/piece-letta,0.0.1,0.0,0.20.3,2025-12-02T13:31:15.744Z,false
@activepieces/piece-letta,0.1.5,0.1,0.30.0,2026-06-11T14:05:56.073Z,false
@activepieces/piece-lever,0.0.11,0.0,0.20.1,2025-09-08T18:43:41.128Z,false
@activepieces/piece-lever,0.1.5,0.1,0.30.0,2026-06-11T14:06:07.054Z,false
@activepieces/piece-lightfunnels,0.0.1,0.0,0.22.2,2025-12-05T06:01:12.317Z,false
@activepieces/piece-lightfunnels,0.1.5,0.1,0.30.0,2026-06-11T14:05:18.863Z,false
@activepieces/piece-line,0.0.11,0.0,0.20.1,2025-09-08T18:43:40.830Z,false
@activepieces/piece-line,0.1.5,0.1,0.30.0,2026-06-09T06:41:34.770Z,false
@activepieces/piece-linear,0.0.5,0.0,0.7.24,2024-03-11T03:08:33.740Z,false
@activepieces/piece-linear,0.1.17,0.1,0.20.2,2025-11-20T09:12:37.213Z,false
@activepieces/piece-linear,0.2.3,0.2,0.25.4,2026-02-23T09:04:32.452Z,false
@activepieces/piece-linear,0.3.5,0.3,0.26.2,2026-04-06T20:35:13.221Z,false
@activepieces/piece-linear,0.4.2,0.4,0.30.0,2026-06-09T07:44:20.903Z,false
@activepieces/piece-linka,0.0.8,0.0,0.20.1,2025-09-08T18:43:41.201Z,false
@activepieces/piece-linka,0.1.4,0.1,0.30.0,2026-06-11T14:06:34.580Z,false
@activepieces/piece-linkedin,0.0.2,0.0,0.3.29,2023-06-28T01:30:14.689Z,false
@activepieces/piece-linkedin,0.1.20,0.1,0.20.2,2025-11-18T05:24:34.938Z,false
@activepieces/piece-linkedin,0.2.5,0.2,0.30.0,2026-06-09T06:28:43.200Z,false
@activepieces/piece-linkup,0.0.1,0.0,0.20.2,2025-11-25T14:13:12.718Z,false
@activepieces/piece-linkup,0.1.5,0.1,0.30.0,2026-06-11T14:06:39.823Z,false
@activepieces/piece-linkupapi,0.0.2,0.0,0.32.0,2026-06-20T12:17:10.604Z,false
@activepieces/piece-livesession,0.0.7,0.0,0.30.0,2026-06-11T14:06:01.447Z,false
@activepieces/piece-llmrails,0.0.15,0.0,0.20.1,2025-09-08T18:43:41.797Z,false
@activepieces/piece-llmrails,0.1.5,0.1,0.30.0,2026-06-11T14:06:12.324Z,false
@activepieces/piece-lobstermail,0.1.2,0.1,0.30.0,2026-06-11T14:04:30.755Z,false
@activepieces/piece-localai,0.0.16,0.0,0.20.1,2025-10-31T23:14:36.818Z,false
@activepieces/piece-localai,0.1.6,0.1,0.30.0,2026-06-12T15:12:47.648Z,false
@activepieces/piece-lofty,0.0.1,0.0,0.22.2,2025-12-16T13:41:13.690Z,false
@activepieces/piece-lofty,0.1.5,0.1,0.30.0,2026-06-11T14:05:02.442Z,false
@activepieces/piece-logrocket,0.0.1,0.0,0.20.3,2025-12-02T13:31:15.915Z,false
@activepieces/piece-logrocket,0.1.5,0.1,0.30.0,2026-06-11T14:05:45.420Z,false
@activepieces/piece-logsnag,0.0.4,0.0,0.30.0,2026-06-11T14:06:23.140Z,false
@activepieces/piece-lokalise,0.0.6,0.0,0.30.0,2026-06-11T14:09:42.517Z,false
@activepieces/piece-loops,0.0.3,0.0,0.30.0,2026-06-11T14:07:06.419Z,false
@activepieces/piece-lucidya,0.0.6,0.0,0.30.0,2026-06-11T14:08:48.463Z,false
@activepieces/piece-lusha,0.0.10,0.0,0.20.1,2025-09-08T18:43:41.322Z,false
@activepieces/piece-lusha,0.1.5,0.1,0.30.0,2026-06-11T14:07:49.276Z,false
@activepieces/piece-luxury-presence,0.0.1,0.0,0.22.2,2025-12-16T11:21:36.005Z,false
@activepieces/piece-luxury-presence,0.1.5,0.1,0.30.0,2026-06-11T14:09:37.153Z,false
