name,targetVersion,minorLine,frameworkDep,publishedAt,alreadyBundled
@activepieces/piece-clickup,0.3.0,0.3,0.4.0,2023-07-09T11:55:17.315Z,false
@activepieces/piece-clickup,0.4.8,0.4,0.7.14,2024-01-26T03:15:00.813Z,false
@activepieces/piece-clickup,0.5.14,0.5,0.7.46,2025-04-20T09:29:12.927Z,false
@activepieces/piece-clickup,0.6.7,0.6,0.20.1,2025-09-08T18:42:33.654Z,false
@activepieces/piece-clickup,0.7.5,0.7,0.30.0,2026-06-11T14:00:14.495Z,false
@activepieces/piece-clockify,0.0.7,0.0,0.20.1,2025-09-08T18:42:33.428Z,false
@activepieces/piece-clockify,0.1.5,0.1,0.30.0,2026-06-11T05:22:08.066Z,false
@activepieces/piece-clockodo,0.0.3,0.0,0.3.27,2023-06-10T21:33:17.715Z,false
@activepieces/piece-clockodo,0.1.10,0.1,0.20.1,2025-09-08T18:42:34.288Z,false
@activepieces/piece-clockodo,0.2.5,0.2,0.30.0,2026-06-11T13:59:57.999Z,false
@activepieces/piece-close,0.0.7,0.0,0.20.1,2025-09-08T18:42:32.224Z,false
@activepieces/piece-close,0.1.5,0.1,0.30.0,2026-06-11T13:22:50.109Z,false
@activepieces/piece-cloudconvert,0.0.2,0.0,0.20.1,2025-09-11T19:09:50.458Z,false
@activepieces/piece-cloudconvert,0.1.5,0.1,0.30.0,2026-06-11T13:23:41.483Z,false
@activepieces/piece-cloudinary,0.0.6,0.0,0.20.1,2025-09-08T18:42:32.532Z,false
@activepieces/piece-cloudinary,0.1.4,0.1,0.30.0,2026-06-09T06:41:13.329Z,false
@activepieces/piece-cloutly,0.0.7,0.0,0.20.1,2025-09-08T18:42:33.296Z,false
@activepieces/piece-cloutly,0.1.5,0.1,0.30.0,2026-06-11T13:23:00.424Z,false
@activepieces/piece-coda,0.0.7,0.0,0.20.1,2025-09-08T18:42:34.547Z,false
@activepieces/piece-coda,0.1.5,0.1,0.30.0,2026-06-09T07:45:08.653Z,false
@activepieces/piece-cody,0.0.3,0.0,0.20.1,2025-09-08T18:42:32.689Z,false
@activepieces/piece-cody,0.1.5,0.1,0.30.0,2026-06-11T13:21:51.439Z,false
@activepieces/piece-cognito-forms,0.0.7,0.0,0.20.2,2025-11-13T14:43:53.895Z,false
@activepieces/piece-cognito-forms,0.1.5,0.1,0.30.0,2026-06-11T13:22:45.076Z,false
@activepieces/piece-cohere,0.0.5,0.0,0.30.0,2026-06-12T15:11:52.702Z,false
@activepieces/piece-cometapi,0.0.2,0.0,0.20.1,2025-09-09T18:25:48.365Z,false
@activepieces/piece-cometapi,0.1.5,0.1,0.30.0,2026-06-12T15:13:36.315Z,false
@activepieces/piece-comfyicu,0.0.5,0.0,0.20.1,2025-09-08T18:42:32.937Z,false
@activepieces/piece-comfyicu,0.1.4,0.1,0.30.0,2026-06-11T13:22:23.604Z,false
@activepieces/piece-confluence,0.1.10,0.1,0.20.1,2025-10-31T23:13:58.761Z,false
@activepieces/piece-confluence,0.2.7,0.2,0.30.0,2026-06-09T07:45:25.806Z,false
@activepieces/piece-connectuc,0.0.8,0.0,0.32.0,2026-06-20T12:17:16.128Z,false
@activepieces/piece-constant-contact,0.0.3,0.0,0.3.27,2023-06-10T21:33:11.188Z,false
@activepieces/piece-constant-contact,0.1.10,0.1,0.20.1,2025-09-08T18:42:33.215Z,false
@activepieces/piece-constant-contact,0.2.5,0.2,0.30.0,2026-06-11T13:22:18.560Z,false
@activepieces/piece-contentful,0.0.14,0.0,0.20.1,2025-10-31T23:13:58.306Z,false
@activepieces/piece-contentful,0.1.5,0.1,0.30.0,2026-06-11T05:21:35.944Z,false
@activepieces/piece-contextual-ai,0.0.1,0.0,0.20.2,2025-11-18T06:26:33.063Z,false
@activepieces/piece-contextual-ai,0.1.5,0.1,0.30.0,2026-06-11T05:21:41.309Z,false
@activepieces/piece-contiguity,0.1.14,0.1,0.20.1,2025-09-17T07:04:00.887Z,false
@activepieces/piece-contiguity,0.2.5,0.2,0.30.0,2026-06-09T07:45:36.319Z,false
@activepieces/piece-convertkit,0.1.4,0.1,0.7.28,2024-03-25T17:29:16.755Z,false
@activepieces/piece-convertkit,0.2.6,0.2,0.20.1,2025-09-08T18:42:33.761Z,false
@activepieces/piece-convertkit,0.3.5,0.3,0.30.0,2026-06-12T11:15:55.715Z,false
@activepieces/piece-copper,0.0.2,0.0,0.20.1,2025-09-10T18:33:52.383Z,false
@activepieces/piece-copper,0.1.5,0.1,0.30.0,2026-06-11T13:21:57.021Z,false
@activepieces/piece-copy-ai,0.0.5,0.0,0.20.1,2025-09-08T18:42:33.425Z,false
@activepieces/piece-copy-ai,0.1.4,0.1,0.30.0,2026-06-11T13:22:08.241Z,false
@activepieces/piece-coralogix,0.1.3,0.1,0.30.0,2026-06-11T13:21:30.204Z,false
@activepieces/piece-couchbase,0.0.1,0.0,0.22.2,2025-12-08T16:59:16.200Z,false
@activepieces/piece-couchbase,0.1.5,0.1,0.30.0,2026-06-11T13:23:05.650Z,false
@activepieces/piece-coupa,0.0.3,0.0,0.31.0,2026-06-16T13:39:25.634Z,false
@activepieces/piece-crisp,0.0.7,0.0,0.20.1,2025-09-08T18:42:32.841Z,false
@activepieces/piece-crisp,0.1.6,0.1,0.30.0,2026-06-11T13:21:41.024Z,false
@activepieces/piece-cryptolens,0.0.6,0.0,0.30.0,2026-06-11T13:23:46.553Z,false
@activepieces/piece-cursor,0.0.1,0.0,0.20.3,2025-12-02T13:23:04.533Z,false
@activepieces/piece-cursor,0.1.5,0.1,0.30.0,2026-06-11T13:23:36.331Z,false
@activepieces/piece-customer-io,0.0.2,0.0,0.7.31,2024-06-08T16:45:03.320Z,false
@activepieces/piece-customer-io,0.1.0,0.1,0.7.34,2024-09-30T15:19:25.416Z,false
@activepieces/piece-customer-io,0.2.7,0.2,0.20.1,2025-10-31T23:13:58.923Z,false
@activepieces/piece-customer-io,0.3.6,0.3,0.30.0,2026-06-11T05:21:07.718Z,false
@activepieces/piece-customgpt,0.0.1,0.0,0.22.2,2025-12-09T06:22:26.796Z,false
@activepieces/piece-customgpt,0.1.5,0.1,0.30.0,2026-06-11T13:23:20.732Z,false
@activepieces/piece-cyberark,0.0.2,0.0,0.20.2,2025-11-04T13:36:45.324Z,false
@activepieces/piece-cyberark,0.1.5,0.1,0.30.0,2026-06-11T05:22:40.628Z,false
@activepieces/piece-dappier,0.0.5,0.0,0.20.1,2025-09-08T18:42:51.019Z,false
@activepieces/piece-dappier,0.1.4,0.1,0.30.0,2026-06-11T13:23:25.703Z,false
@activepieces/piece-dashworks,0.0.1,0.0,0.22.2,2025-12-16T06:06:17.232Z,false
@activepieces/piece-dashworks,0.1.5,0.1,0.30.0,2026-06-11T13:22:13.282Z,false
@activepieces/piece-datadog,0.0.4,0.0,0.20.1,2025-10-31T23:13:58.416Z,false
@activepieces/piece-datadog,0.1.6,0.1,0.30.0,2026-06-11T13:21:46.310Z,false
@activepieces/piece-dataforb2b,0.0.2,0.0,0.32.0,2026-06-20T12:17:26.742Z,false
@activepieces/piece-datafuel,0.0.1,0.0,0.20.2,2025-11-25T09:19:25.896Z,false
@activepieces/piece-datafuel,0.1.5,0.1,0.30.0,2026-06-11T13:23:56.799Z,false
@activepieces/piece-datocms,0.0.6,0.0,0.20.1,2025-09-08T18:42:50.412Z,false
@activepieces/piece-datocms,0.1.4,0.1,0.25.4,2026-02-23T09:02:46.175Z,false
@activepieces/piece-deepgram,0.0.6,0.0,0.20.1,2025-09-08T18:42:50.870Z,false
@activepieces/piece-deepgram,0.1.7,0.1,0.31.0,2026-06-16T13:38:49.076Z,false
@activepieces/piece-deepl,0.0.10,0.0,0.20.1,2025-09-08T18:42:49.502Z,false
@activepieces/piece-deepl,0.1.5,0.1,0.30.0,2026-06-11T13:26:17.442Z,false
@activepieces/piece-deepseek,0.0.9,0.0,0.20.1,2025-10-31T23:13:58.566Z,false
@activepieces/piece-deepseek,0.1.4,0.1,0.30.0,2026-06-12T15:12:42.268Z,false
@activepieces/piece-deftform,0.0.4,0.0,0.30.0,2026-06-11T13:24:22.134Z,false
@activepieces/piece-denser-ai,0.0.1,0.0,0.20.2,2025-11-24T13:27:48.600Z,false
@activepieces/piece-denser-ai,0.1.5,0.1,0.30.0,2026-06-11T13:25:14.235Z,false
@activepieces/piece-descript,0.0.3,0.0,0.30.0,2026-06-11T13:24:42.740Z,false
@activepieces/piece-detecting-ai,0.0.6,0.0,0.30.0,2026-06-11T13:25:40.200Z,false
@activepieces/piece-devin,0.0.8,0.0,0.20.1,2025-10-06T20:01:23.409Z,false
@activepieces/piece-devin,0.1.4,0.1,0.30.0,2026-06-11T13:25:45.698Z,false
@activepieces/piece-digital-ocean,0.0.6,0.0,0.30.0,2026-06-11T13:24:48.050Z,false
@activepieces/piece-digital-pilot,0.0.1,0.0,0.22.2,2025-12-23T10:21:53.376Z,false
@activepieces/piece-digital-pilot,0.1.5,0.1,0.30.0,2026-06-11T13:24:53.178Z,false
@activepieces/piece-dimo,0.0.1,0.0,0.14.2,2025-07-06T10:35:10.106Z,false
@activepieces/piece-dimo,0.1.14,0.1,0.20.1,2025-10-31T23:13:58.880Z,false
@activepieces/piece-dimo,0.2.1,0.2,0.20.2,2025-11-05T14:29:57.359Z,false
@activepieces/piece-dimo,0.3.4,0.3,0.30.0,2026-06-11T14:01:14.936Z,false
@activepieces/piece-discord,0.0.1,0.0,,2023-03-07T18:33:46.658Z,false
@activepieces/piece-discord,0.1.3,0.1,,2023-03-16T01:34:46.524Z,false
@activepieces/piece-discord,0.2.6,0.2,0.3.27,2023-06-13T21:49:08.851Z,false
@activepieces/piece-discord,0.3.24,0.3,0.20.1,2025-10-06T20:01:23.478Z,false
@activepieces/piece-discord,0.4.4,0.4,0.25.4,2026-02-23T09:03:03.397Z,false
@activepieces/piece-discord,0.5.3,0.5,0.30.0,2026-06-09T06:40:29.934Z,false
@activepieces/piece-discourse,0.0.12,0.0,0.20.1,2025-10-06T20:01:23.310Z,false
@activepieces/piece-discourse,0.1.5,0.1,0.30.0,2026-06-11T13:25:34.401Z,false
@activepieces/piece-dittofeed,0.0.3,0.0,0.20.1,2025-09-08T18:42:49.748Z,false
@activepieces/piece-dittofeed,0.1.4,0.1,0.30.0,2026-06-11T13:25:29.208Z,false
@activepieces/piece-docsbot,0.0.4,0.0,0.20.1,2025-09-08T18:42:50.922Z,false
@activepieces/piece-docsbot,0.1.5,0.1,0.30.0,2026-06-11T13:25:03.331Z,false
@activepieces/piece-doctly,0.0.1,0.0,0.20.2,2025-11-25T09:19:33.323Z,false
@activepieces/piece-doctly,0.1.5,0.1,0.30.0,2026-06-11T13:24:01.841Z,false
@activepieces/piece-documentpro,0.0.1,0.0,0.20.2,2025-11-28T10:07:26.389Z,false
@activepieces/piece-documentpro,0.1.5,0.1,0.30.0,2026-06-11T13:26:11.952Z,false
@activepieces/piece-documerge,0.0.1,0.0,0.20.3,2025-12-02T13:38:50.439Z,false
@activepieces/piece-documerge,0.1.5,0.1,0.30.0,2026-06-11T05:23:02.606Z,false
@activepieces/piece-docusign,0.0.12,0.0,0.20.1,2025-10-31T23:13:57.708Z,false
@activepieces/piece-docusign,0.1.4,0.1,0.25.4,2026-02-23T09:03:02.475Z,false
@activepieces/piece-docusign,0.2.3,0.2,0.30.0,2026-06-11T05:21:02.284Z,false
@activepieces/piece-drip,0.0.1,0.0,,2023-03-07T18:33:46.404Z,false
@activepieces/piece-drip,0.1.3,0.1,,2023-03-16T01:34:44.023Z,false
@activepieces/piece-drip,0.2.2,0.2,0.3.27,2023-06-10T21:33:08.582Z,false
@activepieces/piece-drip,0.3.11,0.3,0.20.1,2025-10-06T20:01:23.221Z,false
@activepieces/piece-drip,0.4.5,0.4,0.30.0,2026-06-11T13:25:19.109Z,false
@activepieces/piece-dropbox,0.0.1,0.0,,2023-03-07T18:33:51.523Z,false
@activepieces/piece-dropbox,0.1.3,0.1,,2023-03-16T01:34:42.901Z,false
@activepieces/piece-dropbox,0.2.2,0.2,0.3.27,2023-06-10T21:33:16.081Z,false
@activepieces/piece-dropbox,0.3.0,0.3,0.4.0,2023-07-09T11:55:10.389Z,false
@activepieces/piece-dropbox,0.4.5,0.4,0.7.24,2024-03-11T03:08:41.262Z,false
@activepieces/piece-dropbox,0.5.11,0.5,0.20.1,2025-10-06T20:01:23.550Z,false
@activepieces/piece-dropbox,0.6.4,0.6,0.25.4,2026-02-23T09:03:03.366Z,false
@activepieces/piece-dropbox,0.7.2,0.7,0.30.0,2026-06-09T07:45:30.862Z,false
@activepieces/piece-drupal,0.0.8,0.0,*,2025-10-08T21:21:12.193Z,false
@activepieces/piece-drupal,1.0.3,1.0,*,2025-11-24T08:11:15.049Z,false
@activepieces/piece-drupal,1.1.7,1.1,0.30.0,2026-06-11T05:21:25.074Z,false
@activepieces/piece-dub,0.0.3,0.0,0.30.0,2026-06-11T13:24:37.466Z,false
@activepieces/piece-duckdb,0.0.6,0.0,0.30.0,2026-06-11T13:26:01.311Z,false
@activepieces/piece-dumpling-ai,0.0.9,0.0,0.20.1,2025-10-06T20:01:23.490Z,false
@activepieces/piece-dumpling-ai,0.1.5,0.1,0.30.0,2026-06-11T13:25:55.952Z,false
@activepieces/piece-dust,0.0.4,0.0,0.7.24,2024-03-11T03:08:15.405Z,false
@activepieces/piece-dust,0.1.24,0.1,0.20.1,2025-10-31T23:14:06.819Z,false
@activepieces/piece-dust,0.2.5,0.2,0.30.0,2026-06-11T13:24:58.185Z,false
@activepieces/piece-easy-peasy-ai,0.0.1,0.0,0.22.2,2025-12-09T10:55:12.318Z,false
@activepieces/piece-easy-peasy-ai,0.1.5,0.1,0.30.0,2026-06-11T13:26:06.772Z,false
@activepieces/piece-echowin,0.0.1,0.0,0.22.2,2025-12-09T12:34:42.913Z,false
@activepieces/piece-echowin,0.1.5,0.1,0.30.0,2026-06-11T13:25:50.798Z,false
@activepieces/piece-eden-ai,0.0.8,0.0,0.20.1,2025-10-06T20:01:31.291Z,false
@activepieces/piece-eden-ai,0.1.3,0.1,0.25.4,2026-02-23T09:03:03.462Z,false
@activepieces/piece-eden-ai,0.2.2,0.2,0.30.0,2026-06-11T13:24:07.002Z,false
@activepieces/piece-editionguard,0.1.2,0.1,0.30.0,2026-06-11T13:24:16.996Z,false
@activepieces/piece-elastic-email,0.2.2,0.2,0.30.0,2026-06-11T13:24:32.357Z,false
@activepieces/piece-elevenlabs,0.0.1,0.0,0.7.28,2024-04-06T02:27:56.878Z,false
@activepieces/piece-elevenlabs,0.1.11,0.1,0.20.1,2025-10-31T23:14:06.755Z,false
@activepieces/piece-elevenlabs,0.2.7,0.2,0.30.0,2026-06-11T05:21:30.407Z,false
@activepieces/piece-emailit,0.0.3,0.0,0.30.0,2026-06-11T05:21:19.693Z,false
@activepieces/piece-emailoctopus,0.0.2,0.0,0.20.1,2025-09-25T21:14:05.155Z,false
@activepieces/piece-emailoctopus,0.1.5,0.1,0.30.0,2026-06-11T05:22:46.104Z,false
@activepieces/piece-enrichlayer,0.0.3,0.0,0.30.0,2026-06-11T13:59:11.747Z,false
@activepieces/piece-esignatures,0.0.1,0.0,0.22.2,2025-12-16T13:02:57.766Z,false
@activepieces/piece-esignatures,0.1.5,0.1,0.30.0,2026-06-11T05:23:23.357Z,false
@activepieces/piece-eth-name-service,0.0.8,0.0,0.20.1,2025-10-06T20:01:31.427Z,false
@activepieces/piece-eth-name-service,0.1.4,0.1,0.30.0,2026-06-11T13:25:08.521Z,false
@activepieces/piece-everhour,0.1.4,0.1,0.30.0,2026-06-11T13:24:27.154Z,false
@activepieces/piece-exa,0.0.6,0.0,0.20.1,2025-09-08T18:42:50.574Z,false
@activepieces/piece-exa,0.1.6,0.1,0.30.0,2026-06-09T07:44:36.577Z,false
@activepieces/piece-extracta-ai,0.0.3,0.0,0.20.1,2025-10-22T10:21:00.468Z,false
@activepieces/piece-extracta-ai,0.1.4,0.1,0.30.0,2026-06-11T13:26:22.681Z,false
@activepieces/piece-facebook-leads,0.0.4,0.0,0.3.30,2023-07-03T11:29:10.661Z,false
@activepieces/piece-facebook-leads,0.1.8,0.1,0.7.46,2025-04-07T12:50:32.908Z,false
@activepieces/piece-facebook-leads,0.2.5,0.2,0.20.1,2025-09-08T18:42:51.174Z,false
@activepieces/piece-facebook-leads,0.3.4,0.3,0.30.0,2026-06-11T13:59:47.654Z,false
@activepieces/piece-facebook-pages,0.0.1,0.0,0.3.27,2023-06-15T01:17:48.779Z,false
@activepieces/piece-facebook-pages,0.1.13,0.1,0.20.1,2025-09-08T18:42:51.330Z,false
@activepieces/piece-facebook-pages,0.2.4,0.2,0.30.0,2026-06-09T06:40:19.407Z,false
@activepieces/piece-famulor,0.0.6,0.0,0.20.1,2025-09-24T09:42:27.583Z,false
@activepieces/piece-famulor,0.1.3,0.1,0.25.4,2026-02-23T09:03:18.732Z,false
@activepieces/piece-famulor,0.2.2,0.2,0.30.0,2026-06-11T13:59:27.010Z,false
@activepieces/piece-fathom,0.0.2,0.0,0.20.2,2025-11-12T14:37:51.264Z,false
@activepieces/piece-fathom,0.1.3,0.1,0.25.4,2026-02-23T09:03:20.029Z,false
@activepieces/piece-fathom,0.2.2,0.2,0.30.0,2026-06-11T05:21:14.483Z,false
@activepieces/piece-fathom-analytics,0.0.3,0.0,0.30.0,2026-06-11T13:24:11.978Z,false
@activepieces/piece-feathery,0.0.1,0.0,0.22.2,2025-12-09T12:09:43.991Z,false
@activepieces/piece-feathery,0.1.5,0.1,0.30.0,2026-06-11T13:25:24.318Z,false
@activepieces/piece-feedhive,0.0.3,0.0,0.30.0,2026-06-11T13:26:39.246Z,false
@activepieces/piece-fellow,0.0.1,0.0,0.22.2,2025-12-08T12:41:11.911Z,false
@activepieces/piece-fellow,0.1.5,0.1,0.30.0,2026-06-11T13:27:20.058Z,false
@activepieces/piece-figma,0.0.1,0.0,,2023-03-07T18:33:47.459Z,false
@activepieces/piece-figma,0.1.3,0.1,,2023-03-16T01:34:45.737Z,false
@activepieces/piece-figma,0.2.2,0.2,0.3.27,2023-06-10T21:33:17.321Z,false
@activepieces/piece-figma,0.3.10,0.3,0.20.1,2025-09-08T18:42:50.793Z,false
@activepieces/piece-figma,0.4.4,0.4,0.25.4,2026-02-23T09:03:19.707Z,false
@activepieces/piece-figma,0.5.3,0.5,0.30.0,2026-06-11T13:26:44.441Z,false
@activepieces/piece-filetopdf,0.0.3,0.0,0.31.0,2026-06-16T13:39:07.489Z,false
@activepieces/piece-fillout-forms,0.0.6,0.0,0.20.1,2025-09-08T18:43:06.469Z,false
@activepieces/piece-fillout-forms,0.1.5,0.1,0.30.0,2026-06-09T07:44:52.335Z,false
@activepieces/piece-fireberry,0.0.5,0.0,0.20.1,2025-09-08T18:43:07.057Z,false
@activepieces/piece-fireberry,0.1.4,0.1,0.30.0,2026-06-11T13:27:15.092Z,false
@activepieces/piece-firecrawl,0.0.1,0.0,0.7.43,2025-02-26T11:56:48.330Z,false
@activepieces/piece-firecrawl,0.1.5,0.1,0.20.1,2025-09-08T18:43:05.893Z,false
@activepieces/piece-firecrawl,0.2.1,0.2,0.20.2,2025-11-04T13:36:53.437Z,false
@activepieces/piece-firecrawl,0.3.7,0.3,0.30.0,2026-06-09T06:27:36.170Z,false
@activepieces/piece-fireflies-ai,0.0.5,0.0,0.20.1,2025-09-08T18:43:07.272Z,false
@activepieces/piece-fireflies-ai,0.1.4,0.1,0.30.0,2026-06-09T07:46:19.983Z,false
@activepieces/piece-flipando,0.0.6,0.0,0.30.0,2026-06-11T13:27:35.568Z,false
@activepieces/piece-fliqr-ai,0.0.6,0.0,0.20.1,2025-09-08T18:43:05.198Z,false
@activepieces/piece-fliqr-ai,0.1.5,0.1,0.30.0,2026-06-11T13:28:41.965Z,false
@activepieces/piece-flow-helper,0.0.10,0.0,0.20.1,2025-09-08T18:43:07.479Z,false
@activepieces/piece-flow-helper,0.1.4,0.1,0.30.0,2026-06-12T15:13:25.387Z,false
@activepieces/piece-flow-parser,0.0.1,0.0,0.20.2,2025-11-25T15:38:27.041Z,false
@activepieces/piece-flow-parser,0.1.5,0.1,0.30.0,2026-06-11T13:27:40.745Z,false
@activepieces/piece-flowise,0.0.10,0.0,0.20.1,2025-09-08T18:43:06.958Z,false
@activepieces/piece-flowise,0.1.5,0.1,0.30.0,2026-06-11T13:28:21.453Z,false
@activepieces/piece-flowlu,0.0.10,0.0,0.20.1,2025-09-08T18:43:07.403Z,false
@activepieces/piece-flowlu,0.1.4,0.1,0.30.0,2026-06-09T07:45:52.622Z,false
@activepieces/piece-folk,0.0.2,0.0,0.20.2,2025-11-04T13:36:53.215Z,false
@activepieces/piece-folk,0.1.5,0.1,0.30.0,2026-06-11T05:23:07.858Z,false
@activepieces/piece-foreplay-co,0.0.2,0.0,0.20.1,2025-09-17T07:04:08.737Z,false
@activepieces/piece-foreplay-co,0.1.6,0.1,0.30.0,2026-06-11T13:27:30.269Z,false
@activepieces/piece-formbricks,0.0.5,0.0,0.7.24,2024-03-11T03:08:06.444Z,false
@activepieces/piece-formbricks,0.1.6,0.1,0.20.1,2025-09-08T18:43:07.131Z,false
@activepieces/piece-formbricks,0.2.5,0.2,0.30.0,2026-06-11T13:59:01.084Z,false
@activepieces/piece-formitable,0.0.6,0.0,0.30.0,2026-06-11T13:59:42.766Z,false
@activepieces/piece-formsite,0.0.1,0.0,0.22.2,2025-12-16T06:36:03.807Z,false
@activepieces/piece-formsite,0.1.5,0.1,0.30.0,2026-06-11T13:59:37.423Z,false
@activepieces/piece-formspark,0.0.2,0.0,0.20.2,2025-11-12T14:37:59.136Z,false
@activepieces/piece-formspark,0.1.4,0.1,0.30.0,2026-06-11T14:00:19.616Z,false
@activepieces/piece-formstack,0.0.10,0.0,0.20.1,2025-10-01T13:00:40.723Z,false
@activepieces/piece-formstack,0.1.5,0.1,0.30.0,2026-06-11T13:28:06.237Z,false
@activepieces/piece-fountain,0.0.2,0.0,0.20.3,2025-12-02T07:35:39.994Z,false
@activepieces/piece-fountain,0.1.5,0.1,0.30.0,2026-06-11T13:28:11.342Z,false
@activepieces/piece-fragment,0.0.2,0.0,0.20.2,2025-11-14T15:53:22.548Z,false
@activepieces/piece-fragment,0.1.5,0.1,0.30.0,2026-06-11T13:28:01.266Z,false
@activepieces/piece-frame,0.0.11,0.0,0.20.1,2025-09-08T18:43:07.588Z,false
@activepieces/piece-frame,0.1.5,0.1,0.30.0,2026-06-11T14:01:26.106Z,false
@activepieces/piece-free-agent,0.0.1,0.0,0.22.2,2025-12-23T10:30:22.184Z,false
@activepieces/piece-free-agent,0.1.5,0.1,0.30.0,2026-06-11T13:27:25.181Z,false
@activepieces/piece-freshdesk,0.0.5,0.0,0.7.25,2024-03-18T19:32:16.335Z,false
@activepieces/piece-freshdesk,0.1.5,0.1,0.20.1,2025-09-08T18:43:07.179Z,false
@activepieces/piece-freshdesk,0.2.5,0.2,0.30.0,2026-06-11T13:27:45.901Z,false
@activepieces/piece-freshsales,0.0.1,0.0,,2023-03-07T18:33:47.329Z,false
@activepieces/piece-freshsales,0.1.3,0.1,,2023-03-16T01:34:46.598Z,false
@activepieces/piece-freshsales,0.2.4,0.2,0.3.27,2023-06-10T21:33:13.379Z,false
@activepieces/piece-freshsales,0.3.10,0.3,0.20.1,2025-09-08T18:43:06.846Z,false
@activepieces/piece-freshsales,0.4.5,0.4,0.30.0,2026-06-11T13:28:16.553Z,false
@activepieces/piece-freshservice,0.0.1,0.0,0.26.2,2026-04-13T12:49:21.609Z,false
@activepieces/piece-freshservice,0.1.2,0.1,0.30.0,2026-06-11T13:26:33.893Z,false
@activepieces/piece-frill,0.0.3,0.0,0.30.0,2026-06-11T13:26:54.709Z,false
@activepieces/piece-front,0.0.2,0.0,0.20.1,2025-09-22T20:46:15.910Z,false
@activepieces/piece-front,0.1.4,0.1,0.30.0,2026-06-11T14:01:09.332Z,false
@activepieces/piece-gameball,0.0.5,0.0,0.20.1,2025-09-08T18:43:06.489Z,false
@activepieces/piece-gameball,0.1.4,0.1,0.30.0,2026-06-11T13:28:57.345Z,false
@activepieces/piece-gamma,0.0.2,0.0,0.20.1,2025-09-17T07:04:09.125Z,false
@activepieces/piece-gamma,0.1.6,0.1,0.30.0,2026-06-11T13:27:04.918Z,false
@activepieces/piece-gcloud-pubsub,0.0.10,0.0,0.20.1,2025-10-31T23:14:17.897Z,false
@activepieces/piece-gcloud-pubsub,0.1.4,0.1,0.30.0,2026-06-11T13:27:51.112Z,false
@activepieces/piece-gender-api,0.0.6,0.0,0.30.0,2026-06-11T13:28:36.824Z,false
@activepieces/piece-generatebanners,0.0.2,0.0,,2023-03-14T18:24:02.480Z,false
@activepieces/piece-generatebanners,0.1.3,0.1,,2023-03-16T01:34:45.649Z,false
@activepieces/piece-generatebanners,0.2.3,0.2,0.3.27,2023-06-10T21:33:09.508Z,false
@activepieces/piece-generatebanners,0.3.8,0.3,0.20.1,2025-09-08T18:43:07.280Z,false
@activepieces/piece-generatebanners,0.4.4,0.4,0.30.0,2026-06-11T13:28:26.655Z,false
@activepieces/piece-getresponse,0.0.4,0.0,0.30.0,2026-06-11T13:26:49.566Z,false
@activepieces/piece-ghostcms,0.0.12,0.0,0.20.1,2025-09-08T18:43:06.154Z,false
@activepieces/piece-ghostcms,0.1.5,0.1,0.30.0,2026-06-11T13:28:47.137Z,false
@activepieces/piece-giftbit,0.0.1,0.0,0.22.2,2025-12-23T10:30:22.186Z,false
@activepieces/piece-giftbit,0.1.5,0.1,0.30.0,2026-06-11T13:28:52.226Z,false
@activepieces/piece-gistly,0.0.5,0.0,0.20.1,2025-09-08T18:43:07.882Z,false
@activepieces/piece-gistly,0.1.4,0.1,0.30.0,2026-06-11T13:27:56.181Z,false
@activepieces/piece-gitea,0.0.3,0.0,0.30.0,2026-06-11T13:27:10.019Z,false
@activepieces/piece-github,0.0.1,0.0,,2023-03-07T18:33:49.222Z,false
@activepieces/piece-github,0.1.3,0.1,,2023-03-16T01:34:44.510Z,false
@activepieces/piece-github,0.2.2,0.2,0.3.27,2023-06-10T21:33:07.916Z,false
@activepieces/piece-github,0.3.11,0.3,0.7.34,2024-09-24T09:10:06.019Z,false
@activepieces/piece-github,0.4.2,0.4,0.7.43,2025-02-19T13:45:24.085Z,false
@activepieces/piece-github,0.5.10,0.5,0.20.1,2025-09-09T18:26:01.593Z,false
@activepieces/piece-github,0.6.7,0.6,0.26.0,2026-04-01T13:50:50.408Z,false
@activepieces/piece-github,0.7.3,0.7,0.26.2,2026-04-12T17:16:15.881Z,false
@activepieces/piece-github,0.8.3,0.8,0.30.0,2026-06-09T07:44:41.901Z,false
@activepieces/piece-gitlab,0.0.11,0.0,0.20.1,2025-09-08T18:43:06.731Z,false
@activepieces/piece-gitlab,0.1.5,0.1,0.30.0,2026-06-11T13:29:02.382Z,false
@activepieces/piece-gladia,0.0.1,0.0,0.20.2,2025-11-18T10:19:22.955Z,false
@activepieces/piece-gladia,0.1.5,0.1,0.30.0,2026-06-11T13:28:31.738Z,false
@activepieces/piece-glide,0.0.3,0.0,0.30.0,2026-06-11T13:29:33.569Z,false
@activepieces/piece-gmail,0.0.1,0.0,,2023-03-07T18:33:52.836Z,false
@activepieces/piece-gmail,0.1.4,0.1,,2023-03-17T00:24:36.019Z,false
@activepieces/piece-gmail,0.2.10,0.2,0.3.27,2023-06-10T21:33:15.848Z,false
@activepieces/piece-gmail,0.3.0,0.3,0.4.0,2023-07-09T11:55:19.214Z,false
@activepieces/piece-gmail,0.4.5,0.4,0.7.10,2024-01-13T02:54:51.020Z,false
@activepieces/piece-gmail,0.5.7,0.5,0.7.31,2024-06-12T13:20:39.708Z,false
@activepieces/piece-gmail,0.6.1,0.6,0.7.32,2024-07-03T14:06:04.787Z,false
